시도별(1),2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2009.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2010.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2011.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2012.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2013.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2014.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2015.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2016.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2017.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2018.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2019.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2020.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2021.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2022.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2023.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4,2024.1/4
세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,175,0,0,1,6,56,0,21,0,0,21,0,1,9,6,54,197,0,0,1,6,60,0,27,0,0,27,0,1,9,6,60,249,0,0,1,7,76,0,41,0,0,33,0,1,11,6,73,314,0,0,1,7,107,0,54,0,0,42,0,1,11,7,84,363,0,0,1,7,125,0,63,0,0,54,0,1,11,7,94,444,0,0,1,7,160,1,76,0,0,69,0,1,10,7,112,477,0,0,1,6,179,1,80,0,1,75,0,1,10,7,116,510,0,1,1,6,185,1,87,0,2,80,0,1,10,7,129,551,0,2,1,5,1,195,1,92,0,4,83,0,1,10,7,149,567,0,2,1,5,1,203,1,97,0,3,84,0,1,10,7,152,600,0,2,1,4,1,225,1,98,0,4,89,0,1,10,7,157,620,0,2,3,3,1,230,1,99,0,4,96,0,1,10,7,163
경기도,"15,530",5,47,236,129,"5,388",33,"2,984",9,26,"2,164",1,44,125,162,"4,177","16,014",5,48,248,146,"5,515",35,"3,119",9,36,"2,283",1,44,127,163,"4,235","16,450",5,48,255,174,"5,633",38,"3,253",9,35,"2,346",1,45,128,165,"4,315","16,780",5,48,272,205,"5,726",38,"3,339",8,33,"2,430",1,45,124,164,"4,342","17,067",5,50,281,230,"5,816",38,"3,412",8,30,"2,514",1,45,124,164,"4,349","17,497",5,51,283,261,"5,940",32,"3,532",9,33,"2,617",1,45,124,161,"4,403","17,943",5,52,290,281,"6,082",33,"3,625",12,35,"2,715",1,45,125,161,"4,481","18,272",5,53,286,278,"6,210",34,"3,738",10,38,"2,792",1,45,125,161,"4,496","18,918",5,55,271,307,"6,460",34,"3,889",8,45,"2,894",1,45,124,160,"4,620","19,446",5,56,272,325,"6,650",35,"3,986",8,48,"2,997",1,45,125,161,"4,732","20,056",5,58,270,339,"6,899",37,"4,126",7,52,"3,099",1,45,124,161,"4,833","20,727",5,60,277,352,"7,127",37,"4,246",7,70,"3,143",1,45,124,161,"5,072","21,300",5,62,284,317,37,"7,319",37,"4,358",7,95,"3,200",1,47,121,161,"5,249","21,968",5,65,275,319,51,"7,581",39,"4,514",6,118,"3,235",1,47,120,162,"5,430","22,618",5,66,282,308,50,"7,917",41,"4,627",5,143,"3,258",1,48,121,159,"5,587","23,161",6,65,287,302,52,"8,162",43,"4,713",5,140,"3,326",1,48,118,158,"5,735"
강원특별자치도,"2,190",2,14,36,16,647,1,303,4,2,296,2,18,94,131,624,"2,234",2,13,43,19,658,2,310,4,2,305,2,18,95,131,630,"2,260",2,13,47,20,674,2,315,4,2,313,2,18,96,131,621,"2,266",2,13,48,23,682,2,320,2,2,316,2,18,96,129,611,"2,304",1,14,48,25,678,2,334,2,2,325,2,18,96,129,628,"2,348",1,15,45,28,702,2,342,2,2,335,2,18,96,129,629,"2,378",1,15,46,28,717,2,357,1,2,337,2,18,96,129,627,"2,418",1,14,48,31,727,3,367,1,2,345,2,16,98,129,634,"2,447",1,14,48,30,742,3,375,1,2,347,2,16,99,129,638,"2,467",1,14,46,31,742,4,384,1,3,350,2,16,99,129,645,"2,501",1,14,45,34,760,4,386,0,2,353,2,16,97,129,658,"2,545",1,14,45,32,774,4,392,0,1,365,2,16,97,129,673,"2,588",2,13,45,32,0,781,4,405,0,3,368,2,16,97,129,691,"2,625",2,13,36,34,9,788,4,418,0,5,374,2,16,97,129,698,"2,644",2,13,37,30,9,792,3,422,0,6,377,2,16,97,129,709,"2,670",2,14,36,32,9,804,3,435,0,6,378,2,16,97,129,707
충청북도,"2,322",1,9,36,22,764,1,287,3,3,307,0,13,94,161,621,"2,334",1,9,39,27,758,1,296,3,3,313,0,13,94,161,616,"2,397",1,10,39,32,772,1,312,3,3,326,0,13,94,161,630,"2,432",1,10,41,32,785,1,325,1,3,335,0,13,94,161,630,"2,453",1,10,37,35,780,1,336,1,4,355,0,13,95,160,625,"2,492",1,10,38,39,788,1,347,1,4,369,0,14,94,158,628,"2,530",1,10,41,42,791,1,373,1,4,372,0,14,93,158,629,"2,599",1,11,39,42,827,2,384,1,4,386,0,14,94,158,636,"2,620",1,11,38,46,834,2,395,1,6,386,0,14,94,158,634,"2,681",1,11,39,48,856,3,414,1,7,388,0,14,94,158,647,"2,723",1,12,38,50,876,3,419,1,8,393,0,14,94,158,656,"2,774",1,12,37,49,884,4,435,1,7,397,0,14,95,158,680,"2,820",1,12,36,42,9,901,4,444,1,7,401,0,14,95,158,695,"2,871",1,12,37,41,10,911,4,462,1,11,408,0,14,95,159,705,"2,906",1,12,36,37,12,934,4,470,1,13,406,0,14,94,159,713,"2,921",1,12,36,38,12,932,4,475,1,13,405,0,14,94,159,725
충청남도,"3,121",2,9,44,44,978,7,400,0,6,398,2,14,158,240,819,"3,208",2,9,51,44,"1,002",8,422,0,6,418,2,14,158,241,831,"3,275",2,9,54,46,"1,020",9,433,0,6,432,2,14,158,241,849,"3,339",2,10,49,59,"1,031",9,453,0,4,451,2,15,158,240,856,"3,256",2,10,50,59,987,9,446,0,5,462,2,14,150,234,826,"3,306",2,10,47,68,996,10,467,0,3,472,2,14,150,235,830,"3,400",2,11,51,72,"1,012",10,486,0,3,495,2,14,151,235,856,"3,442",2,11,53,75,"1,029",10,503,0,4,493,2,14,151,233,862,"3,519",2,11,43,88,"1,052",11,515,0,5,508,2,14,150,233,885,"3,582",2,11,45,90,"1,059",11,534,0,6,523,2,14,150,234,901,"3,619",2,11,43,90,"1,069",11,553,0,6,520,2,14,151,234,913,"3,667",2,11,44,88,"1,072",11,561,0,11,519,2,14,151,234,947,"3,681",2,11,43,67,15,"1,090",11,567,0,10,514,2,14,151,235,949,"3,708",2,11,45,67,17,"1,091",11,578,0,12,509,2,14,151,236,962,"3,765",2,11,46,69,17,"1,107",11,596,0,13,509,2,14,150,236,982,"3,805",1,12,46,67,17,"1,119",11,607,0,15,516,2,14,150,236,992
전라북도,"3,257",2,12,57,57,"1,028",3,422,0,9,407,4,10,148,245,853,"3,302",2,12,65,59,"1,036",4,426,0,11,409,4,10,148,245,871,"3,386",2,12,66,63,"1,061",4,445,0,13,426,4,10,148,245,887,"3,434",2,11,71,65,"1,076",3,459,0,15,434,4,10,148,245,891,"3,501",2,11,71,73,"1,089",4,479,0,20,470,4,10,148,241,879,"3,519",2,11,77,81,"1,084",2,490,0,18,475,4,10,149,239,877,"3,563",2,11,75,82,"1,090",2,511,0,24,489,4,10,149,240,874,"3,627",2,11,80,82,"1,104",3,537,0,25,492,4,10,149,242,886,"3,689",2,11,80,84,"1,132",3,551,0,27,500,4,10,149,241,895,"3,699",2,11,78,84,"1,146",3,556,0,26,498,4,10,149,241,891,"3,745",2,11,77,84,"1,157",3,577,0,29,506,4,10,149,242,894,"3,778",2,11,74,84,"1,159",3,584,0,30,503,4,10,148,239,927,"3,836",2,11,66,83,7,"1,178",3,594,0,32,506,4,10,148,239,953,"3,857",2,12,62,84,11,"1,182",3,595,0,31,511,4,10,148,240,962,"3,890",2,12,60,83,10,"1,202",3,597,0,34,509,4,11,148,240,975,"3,923",2,11,60,74,11,"1,220",3,607,0,35,505,4,11,148,240,992
전라남도,"3,015",0,19,75,30,878,5,345,4,8,285,4,18,209,331,804,"3,054",0,19,74,38,888,5,351,4,9,301,4,18,210,330,803,"3,089",0,20,77,43,886,5,371,4,5,309,4,18,212,330,805,"3,138",1,21,76,45,889,5,391,4,9,327,3,19,212,333,803,"3,162",1,21,76,57,891,5,406,4,9,339,3,19,214,331,786,"3,191",1,21,80,59,894,6,418,4,14,345,3,19,215,329,783,"3,236",1,22,84,65,898,6,432,4,20,352,3,19,215,329,786,"3,250",1,22,83,69,907,6,436,3,20,352,3,19,213,327,789,"3,297",1,22,76,78,925,7,450,3,21,356,3,19,214,327,795,"3,334",1,22,75,81,935,7,466,3,23,367,3,19,214,327,791,"3,370",1,22,76,84,946,7,473,2,23,378,3,19,214,327,795,"3,391",1,22,76,91,940,6,485,1,23,371,3,19,214,327,812,"3,424",1,22,78,82,7,950,6,496,1,26,369,3,19,216,327,821,"3,451",1,25,73,83,10,957,6,502,0,25,370,3,19,216,327,834,"3,492",1,25,72,82,11,971,6,510,0,26,371,3,19,216,327,852,"3,469",1,25,72,79,11,966,6,513,0,28,354,3,19,216,327,849
경상북도,"3,944",0,18,74,65,"1,165",7,484,0,10,526,3,22,218,312,"1,040","3,997",0,19,75,74,"1,174",7,491,0,10,542,3,22,219,313,"1,048","4,043",0,18,79,79,"1,171",7,511,0,8,562,3,22,219,313,"1,051","4,078",0,18,76,84,"1,185",9,534,0,8,565,3,22,219,313,"1,042","4,123",0,17,80,92,"1,181",9,561,0,7,584,2,23,219,313,"1,035","4,164",0,19,82,100,"1,172",10,583,0,8,599,2,23,220,313,"1,033","4,250",0,19,86,108,"1,203",11,603,0,7,612,2,23,224,313,"1,039","4,320",0,19,83,112,"1,238",11,625,0,6,612,2,23,224,311,"1,054","4,332",0,19,79,115,"1,247",12,629,1,5,616,2,23,224,311,"1,049","4,399",0,19,79,118,"1,270",15,647,1,4,624,2,23,223,311,"1,063","4,440",0,20,76,119,"1,277",14,659,1,5,634,2,23,223,311,"1,076","4,475",0,20,73,117,"1,285",13,672,1,6,638,2,23,223,311,"1,091","4,480",0,20,58,113,14,"1,287",13,673,1,8,636,2,23,223,311,"1,098","4,484",0,20,55,111,24,"1,290",13,681,1,6,629,2,23,223,308,"1,098","4,518",0,20,52,108,26,"1,310",13,693,1,7,624,2,23,223,308,"1,108","4,487",0,21,52,105,26,"1,302",11,698,1,8,622,2,22,216,298,"1,103"
경상남도,"4,451",1,24,131,55,"1,427",7,663,2,2,630,1,20,170,217,"1,101","4,589",1,24,139,63,"1,461",9,688,2,3,658,1,20,171,218,"1,131","4,632",1,22,140,71,"1,465",12,700,1,2,668,1,20,171,219,"1,139","4,704",1,23,136,84,"1,471",14,730,1,2,691,1,20,171,218,"1,141","4,777",1,23,143,88,"1,485",14,749,1,5,715,1,20,171,219,"1,142","4,841",1,22,143,96,"1,482",14,771,1,4,738,1,20,171,220,"1,157","4,949",2,22,144,101,"1,502",16,801,1,4,756,1,20,171,221,"1,187","5,044",2,23,145,112,"1,533",18,822,1,5,774,1,20,173,221,"1,194","5,171",2,24,131,134,"1,580",18,851,1,6,786,1,19,175,221,"1,222","5,257",2,23,131,139,"1,608",19,870,1,9,801,1,19,173,222,"1,239","5,326",2,24,137,147,"1,628",20,888,1,9,795,1,19,173,221,"1,261","5,402",2,23,140,145,"1,646",20,900,1,12,805,1,19,174,221,"1,293","5,480",3,22,140,130,19,"1,666",20,912,1,17,811,1,19,174,221,"1,324","5,543",3,23,131,129,27,"1,693",20,928,1,19,800,1,19,174,221,"1,354","5,571",3,23,127,123,29,"1,706",20,938,1,20,789,1,20,174,220,"1,377","5,581",3,22,128,118,29,"1,709",22,946,1,22,784,1,20,173,220,"1,383"
제주특별자치도,854,0,6,5,6,293,0,142,1,1,117,0,6,10,46,221,866,0,6,5,6,301,0,142,1,1,122,0,6,10,46,220,875,0,6,5,6,304,0,142,1,1,127,0,6,10,46,221,903,0,6,6,6,313,0,149,1,1,136,0,6,10,46,223,944,0,7,5,8,327,0,156,1,0,148,0,6,10,47,229,978,0,7,6,7,331,0,169,1,0,157,0,6,10,47,237,"1,030",0,7,7,8,346,0,177,1,0,169,0,6,10,47,252,"1,054",0,6,8,8,366,0,183,1,0,166,0,6,10,47,253,"1,109",0,6,7,11,385,1,197,1,0,179,0,6,10,47,259,"1,172",0,6,7,9,421,1,209,1,0,179,0,6,10,47,276,"1,203",0,6,7,10,435,1,212,1,0,187,0,6,11,47,280,"1,249",0,6,7,10,451,1,219,1,0,193,0,6,11,47,297,"1,268",0,6,7,9,1,457,1,223,1,1,194,0,6,11,48,303,"1,293",0,6,7,10,1,465,1,235,1,1,192,0,6,11,48,309,"1,331",0,6,8,11,2,484,1,243,1,1,195,0,6,11,48,314,"1,357",0,6,8,11,2,497,1,245,1,1,197,0,6,11,48,323
