sampid,fromWhen,gender,yob,b153,b153z,b154,b156,b156z,b157,b158,b159,b160,b308,b162,b163,b166,b169,b184,b220,b221,b222,b223,b224,b225,b228,b241,b242,b243,b244,b245,b276,b277
233,2018.0,1.0,1992.0,861.0,17.0,1.0,323.0,0.0,901.0,4.0,6.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,250.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,
239,2015.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2013.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2015.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2007.0,2.0,1981.0,561.0,9.0,1.0,5322.0,5.0,805.0,1.0,1.0,1.0,,,,,,5.0,36.0,0.0,6.0,0.0,2.0,70.0,5.0,2.0,1.0,2.0,4.0,1.0,2.0,
247,2007.0,1.0,1979.0,474.0,7.0,1.0,6140.0,6.0,109.0,1.0,1.0,1.0,,,,,,5.0,112.0,0.0,7.0,0.0,1.0,6000.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,
248,2017.0,1.0,1990.0,262.0,3.0,1.0,1532.0,1.0,815.0,1.0,8.0,8.0,,,,,1.0,,42.0,0.0,5.0,0.0,1.0,4000.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
249,2012.0,1.0,1988.0,291.0,3.0,2.0,1511.0,1.0,1513.0,1.0,9.0,9.0,,,,,1.0,,48.0,20.0,5.0,1.0,1.0,4000.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0
254,2010.0,1.0,1984.0,262.0,3.0,1.0,284.0,0.0,827.0,1.0,9.0,9.0,,,,,1.0,,55.0,10.0,5.0,1.0,1.0,9090908.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,
255,2010.0,1.0,1984.0,529.0,8.0,3.0,272.0,0.0,827.0,1.0,6.0,9.0,,,,,1.0,,40.0,10.0,5.0,1.0,1.0,9090908.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0
257,2008.0,1.0,1981.0,581.0,10.0,2.0,6124.0,6.0,124.0,1.0,7.0,9.0,,,,,1.0,,50.0,0.0,5.0,0.0,1.0,9090908.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,
258,2015.0,1.0,1990.0,452.0,7.0,1.0,8124.0,8.0,116.0,1.0,1.0,1.0,,,,,1.0,,66.0,0.0,6.0,0.0,2.0,150.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,
259,2013.0,1.0,1992.0,452.0,7.0,1.0,6151.0,6.0,116.0,1.0,1.0,1.0,,,,,1.0,,60.0,0.0,6.0,0.0,1.0,1850.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
260,2014.0,2.0,1990.0,641.0,11.0,3.0,324.0,0.0,1311.0,4.0,9.0,9.0,,,,,1.0,,40.0,2.0,5.0,0.0,1.0,3000.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0
262,2007.0,1.0,1982.0,969.0,19.0,1.0,5312.0,5.0,826.0,1.0,2.0,2.0,,,8.0,,1.0,1.0,60.0,0.0,6.0,0.0,2.0,160.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
265,2013.0,1.0,1990.0,303.0,3.0,1.0,284.0,0.0,828.0,1.0,5.0,5.0,,,,,1.0,,36.0,30.0,5.0,0.5,2.0,250.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,
266,2015.0,2.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2011.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2015.0,2.0,1990.0,851.0,16.0,3.0,2130.0,2.0,102.0,5.0,3.0,9.0,,,3.0,,1.0,,40.0,0.0,5.0,0.0,1.0,2700.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,
271,2015.0,1.0,1992.0,132.0,3.0,1.0,283.0,0.0,809.0,1.0,3.0,3.0,,,,,1.0,,48.0,6.0,6.0,0.0,2.0,204.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,
272,2016.0,1.0,1991.0,284.0,3.0,2.0,4151.0,4.0,116.0,1.0,3.0,4.0,,,,,1.0,,40.0,2.0,5.0,0.0,1.0,2200.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,
273,2010.0,2.0,1989.0,463.0,7.0,1.0,272.0,0.0,806.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,100.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,
274,2008.0,2.0,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2019.0,1.0,1992.0,452.0,7.0,1.0,283.0,0.0,101.0,1.0,2.0,2.0,,,,,1.0,2.0,54.0,14.0,5.0,2.0,2.0,213.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,
276,2019.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2012.0,2.0,1986.0,861.0,17.0,1.0,3012.0,3.0,813.0,4.0,9.0,9.0,,,7.0,,1.0,,40.0,0.0,5.0,0.0,2.0,265.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0
280,2014.0,2.0,1990.0,853.0,16.0,1.0,4164.0,4.0,106.0,4.0,9.0,9.0,,,5.0,,1.0,,40.0,0.0,5.0,0.0,1.0,1600.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0
281,2017.0,1.0,1991.0,620.0,10.0,1.0,1331.0,1.0,807.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2500.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
282,2013.0,2.0,1989.0,852.0,16.0,1.0,2121.0,2.0,803.0,5.0,5.0,5.0,,,3.0,,1.0,,40.0,5.0,5.0,0.0,2.0,150.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0
283,2013.0,2.0,1989.0,172.0,3.0,1.0,283.0,0.0,831.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,200.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,
284,2010.0,1.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2009.0,1.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2007.0,2.0,1983.0,661.0,11.0,3.0,314.0,0.0,108.0,1.0,2.0,9.0,,,8.0,,1.0,1.0,40.0,15.0,5.0,0.0,1.0,3100.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,
290,2008.0,2.0,1984.0,141.0,3.0,2.0,261.0,0.0,800.0,1.0,9.0,9.0,,,,,1.0,,40.0,6.0,5.0,1.0,2.0,250.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0
292,2016.0,2.0,1990.0,582.0,10.0,1.0,4155.0,4.0,812.0,1.0,9.0,9.0,,,,,1.0,,40.0,12.0,5.0,0.0,1.0,3000.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
296,2015.0,1.0,1985.0,582.0,10.0,1.0,2142.0,2.0,105.0,1.0,2.0,2.0,,,,,2.0,,5.0,0.0,1.0,0.0,2.0,20.0,3.0,3.0,6.0,3.0,5.0,5.0,2.0,
301,2010.0,1.0,1985.0,561.0,9.0,2.0,5312.0,5.0,1113.0,1.0,3.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2400.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,
302,2012.0,2.0,1983.0,561.0,9.0,1.0,5314.0,5.0,817.0,1.0,1.0,1.0,,,,,,,50.0,0.0,7.0,0.0,2.0,280.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,
307,2007.0,1.0,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2007.0,2.0,1983.0,949.0,19.0,1.0,2311.0,2.0,802.0,4.0,2.0,2.0,,,8.0,,1.0,2.0,40.0,0.0,5.0,0.0,2.0,90.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,
312,2008.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2016.0,2.0,1992.0,107.0,3.0,1.0,1571.0,1.0,826.0,1.0,8.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,
314,2007.0,2.0,1983.0,581.0,10.0,2.0,1343.0,1.0,802.0,1.0,9.0,9.0,,,8.0,,1.0,1.0,40.0,5.0,5.0,0.0,1.0,2000.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
316,2007.0,1.0,1980.0,292.0,3.0,1.0,8161.0,8.0,807.0,1.0,6.0,6.0,,,8.0,,1.0,2.0,40.0,10.0,6.0,0.0,2.0,150.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,
319,2013.0,2.0,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2015.0,2.0,1992.0,701.0,13.0,1.0,263.0,0.0,817.0,3.0,6.0,6.0,,,3.0,,1.0,2.0,40.0,0.0,5.0,0.0,2.0,147.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0
321,2011.0,2.0,1988.0,272.0,3.0,1.0,1331.0,1.0,812.0,1.0,4.0,4.0,,,,,1.0,,40.0,5.0,5.0,0.0,1.0,2400.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,
322,2018.0,1.0,1990.0,841.0,15.0,3.0,254.0,0.0,831.0,5.0,9.0,9.0,,,,,2.0,1.0,40.0,0.0,5.0,0.0,1.0,2600.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
325,2007.0,1.0,1982.0,262.0,3.0,1.0,8352.0,8.0,807.0,1.0,3.0,3.0,,,8.0,,1.0,1.0,49.0,0.0,5.5,0.0,2.0,117.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,
326,2015.0,1.0,1991.0,474.0,7.0,3.0,6151.0,6.0,817.0,1.0,2.0,6.0,,,,,1.0,,40.0,10.0,5.0,1.0,2.0,160.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,
327,2011.0,2.0,1989.0,473.0,7.0,1.0,291.0,0.0,807.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
333,2007.0,2.0,1984.0,872.0,17.0,1.0,2321.0,2.0,802.0,1.0,3.0,3.0,,,8.0,,1.0,1.0,50.0,2.0,5.0,0.0,2.0,140.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,
335,2008.0,1.0,1987.0,292.0,3.0,1.0,1591.0,1.0,807.0,1.0,3.0,3.0,,,6.0,,1.0,,70.0,0.0,6.0,0.0,2.0,9090909.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,
336,2009.0,2.0,1987.0,862.0,17.0,1.0,3040.0,3.0,817.0,1.0,3.0,3.0,,,,,1.0,,40.0,5.0,6.0,0.0,1.0,2000.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,
338,2009.0,2.0,1985.0,181.0,3.0,2.0,283.0,0.0,124.0,1.0,1.0,2.0,,,7.0,,1.0,,40.0,6.0,5.5,0.0,2.0,140.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,
341,2015.0,1.0,1990.0,259.0,3.0,1.0,8132.0,8.0,817.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,170.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,
342,2009.0,2.0,1988.0,620.0,10.0,1.0,272.0,0.0,108.0,1.0,6.0,6.0,,,,,1.0,,40.0,4.0,5.0,0.0,1.0,1800.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,
345,2011.0,2.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2018.0,1.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2009.0,1.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2017.0,2.0,1991.0,856.0,16.0,1.0,2144.0,2.0,122.0,1.0,1.0,1.0,,,,,1.0,,30.0,9.0,5.0,0.0,2.0,150.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,
350,2018.0,1.0,1990.0,713.0,13.0,2.0,241.0,0.0,101.0,1.0,4.0,4.0,,,,,1.0,,40.0,2.0,5.0,0.0,1.0,2530.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,
353,2014.0,1.0,1992.0,303.0,3.0,1.0,8172.0,8.0,1401.0,1.0,6.0,6.0,,,3.0,,1.0,,48.0,0.0,6.0,0.0,2.0,240.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,
354,2008.0,1.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2010.0,1.0,1982.0,241.0,3.0,3.0,6124.0,6.0,118.0,1.0,5.0,9.0,,,,,1.0,,45.0,0.0,5.0,0.0,1.0,3000.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,
361,2011.0,2.0,1985.0,631.0,10.0,2.0,4155.0,4.0,812.0,1.0,8.0,9.0,,,,,1.0,,40.0,3.0,5.0,0.0,1.0,2500.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,
362,2008.0,1.0,1982.0,721.0,13.0,2.0,271.0,0.0,101.0,4.0,7.0,9.0,,,,,1.0,,40.0,25.0,5.0,0.0,2.0,340.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,
363,2016.0,2.0,1991.0,861.0,17.0,1.0,3040.0,3.0,806.0,4.0,9.0,9.0,,,,,1.0,,54.0,0.0,6.0,0.0,2.0,350.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0
367,2010.0,2.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2013.0,2.0,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2013.0,1.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2014.0,2.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2012.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2011.0,2.0,1988.0,861.0,17.0,1.0,323.0,0.0,809.0,1.0,5.0,5.0,,,,,1.0,,56.0,0.0,6.0,0.0,2.0,150.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,
377,2008.0,1.0,1981.0,471.0,7.0,1.0,6151.0,6.0,823.0,1.0,3.0,3.0,,,,,1.0,,60.0,0.0,6.0,0.0,2.0,150.0,5.0,3.0,1.0,2.0,4.0,2.0,2.0,
378,2010.0,2.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2015.0,1.0,1989.0,493.0,8.0,1.0,6223.0,6.0,825.0,1.0,1.0,1.0,,,,,,,48.0,0.0,6.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,
380,2010.0,1.0,1988.0,473.0,7.0,3.0,6241.0,6.0,809.0,1.0,4.0,9.0,,,,,1.0,,48.0,0.0,6.0,0.0,2.0,140.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,
381,2011.0,2.0,1990.0,872.0,17.0,1.0,2321.0,2.0,809.0,1.0,3.0,3.0,,,,,1.0,,50.0,5.0,5.0,0.0,2.0,140.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,
382,2009.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,2014.0,2.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2018.0,1.0,1987.0,759.0,14.0,1.0,6162.0,6.0,809.0,1.0,1.0,1.0,,,,,2.0,,30.0,0.0,5.0,0.0,2.0,250.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,
385,2016.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2013.0,1.0,1987.0,463.0,7.0,3.0,261.0,0.0,806.0,1.0,3.0,9.0,,,,,1.0,,40.0,15.0,5.0,0.0,2.0,250.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0
387,2007.0,1.0,1982.0,763.0,14.0,1.0,8329.0,8.0,101.0,1.0,2.0,2.0,,,8.0,,1.0,2.0,50.0,13.0,5.5,0.0,2.0,150.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,
389,2012.0,1.0,1990.0,856.0,16.0,1.0,4204.0,4.0,809.0,1.0,2.0,2.0,,,,,1.0,,60.0,0.0,5.0,0.0,2.0,120.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,
390,2011.0,2.0,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,2015.0,2.0,1990.0,464.0,7.0,1.0,261.0,0.0,106.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3000.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,
392,2019.0,1.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,2011.0,2.0,1990.0,181.0,3.0,1.0,4155.0,4.0,802.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,120.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,
395,2009.0,2.0,1990.0,611.0,10.0,2.0,295.0,0.0,810.0,3.0,5.0,6.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,83.0,5.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0
396,2011.0,1.0,1988.0,843.0,15.0,3.0,2502.0,2.0,1423.0,6.0,5.0,9.0,,,7.0,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,
397,2012.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,2009.0,1.0,1984.0,475.0,7.0,1.0,6151.0,6.0,810.0,1.0,1.0,1.0,,,,,,,60.0,0.0,6.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,
399,2010.0,1.0,1991.0,561.0,9.0,1.0,5324.0,5.0,810.0,1.0,1.0,1.0,,,,,1.0,,60.0,0.0,6.0,0.0,2.0,135.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,
400,2012.0,2.0,1990.0,841.0,15.0,1.0,295.0,0.0,810.0,3.0,4.0,4.0,,,3.0,,2.0,,40.0,0.0,5.0,0.0,2.0,100.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,
401,2013.0,2.0,1992.0,872.0,17.0,1.0,2321.0,2.0,110.0,1.0,2.0,2.0,,,,,1.0,,40.0,10.0,5.0,0.0,2.0,135.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,
402,2015.0,1.0,1992.0,561.0,9.0,1.0,5322.0,5.0,810.0,1.0,1.0,1.0,,,,,1.0,,35.0,0.0,5.0,0.0,2.0,70.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,
410,2013.0,2.0,1989.0,711.0,13.0,1.0,263.0,0.0,101.0,1.0,8.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3000.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
411,2011.0,2.0,1988.0,467.0,7.0,1.0,281.0,0.0,101.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3000.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
412,2013.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,2007.0,2.0,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2019.0,2.0,1990.0,841.0,15.0,3.0,254.0,0.0,811.0,5.0,3.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2200.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,
421,2017.0,1.0,1987.0,479.0,7.0,1.0,283.0,0.0,124.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3000.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,
422,2018.0,1.0,1991.0,264.0,3.0,2.0,1532.0,1.0,822.0,1.0,9.0,9.0,,,7.0,,1.0,,40.0,0.0,5.0,0.0,1.0,5300.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0
423,2014.0,2.0,1981.0,999.0,999.0,1.0,9999.0,99.0,113.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,9090908.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
428,2012.0,1.0,1984.0,473.0,7.0,3.0,6151.0,6.0,817.0,1.0,3.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,190.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,
430,2011.0,1.0,1986.0,222.0,3.0,1.0,8522.0,8.0,811.0,1.0,4.0,4.0,,,,,1.0,,40.0,10.0,5.0,1.0,2.0,150.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,
433,2007.0,1.0,1978.0,421.0,6.0,1.0,263.0,0.0,119.0,1.0,3.0,3.0,,,8.0,,1.0,1.0,40.0,0.0,5.0,0.0,2.0,150.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,
435,2010.0,2.0,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,2012.0,1.0,1989.0,464.0,7.0,1.0,261.0,0.0,811.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,
440,2008.0,2.0,1983.0,861.0,17.0,1.0,3065.0,3.0,407.0,1.0,5.0,5.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2200.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,
441,2014.0,1.0,1983.0,561.0,9.0,1.0,5324.0,5.0,811.0,1.0,3.0,3.0,,,3.0,,1.0,,48.0,0.0,6.0,0.0,2.0,150.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,
442,2014.0,2.0,1985.0,949.0,19.0,1.0,2339.0,2.0,811.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,120.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,
443,2012.0,2.0,1992.0,561.0,9.0,3.0,5314.0,5.0,811.0,1.0,2.0,7.0,,,,,1.0,3.0,40.0,2.0,5.0,0.0,2.0,170.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,
446,2011.0,2.0,1990.0,471.0,7.0,3.0,6151.0,6.0,811.0,1.0,7.0,9.0,,,,,1.0,,40.0,10.0,5.0,0.0,2.0,170.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,
447,2007.0,2.0,1982.0,855.0,16.0,2.0,2141.0,2.0,402.0,1.0,2.0,2.0,,,8.0,,1.0,2.0,40.0,0.0,5.0,0.0,2.0,130.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,
449,2009.0,2.0,1987.0,602.0,10.0,3.0,261.0,0.0,811.0,1.0,3.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,130.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,
450,2013.0,2.0,1991.0,712.0,13.0,1.0,271.0,0.0,811.0,1.0,2.0,2.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,1500.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,
451,2017.0,1.0,1989.0,465.0,7.0,1.0,1343.0,1.0,118.0,1.0,5.0,5.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2200.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
452,2012.0,2.0,1989.0,661.0,11.0,3.0,324.0,0.0,121.0,1.0,4.0,8.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2400.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,
453,2014.0,2.0,1992.0,861.0,17.0,1.0,3050.0,3.0,104.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,
455,2017.0,1.0,1992.0,471.0,7.0,1.0,6151.0,6.0,811.0,1.0,1.0,1.0,,,3.0,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,
458,2011.0,1.0,1984.0,582.0,10.0,1.0,1332.0,1.0,101.0,2.0,5.0,5.0,,,,,1.0,,40.0,5.0,5.0,0.0,1.0,4600.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,
459,2015.0,2.0,1989.0,861.0,17.0,2.0,3012.0,3.0,123.0,4.0,7.0,9.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,3000.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,
461,2013.0,2.0,1992.0,763.0,14.0,3.0,6124.0,6.0,120.0,1.0,4.0,7.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,150.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,
462,2017.0,2.0,1992.0,732.0,13.0,1.0,4154.0,4.0,406.0,1.0,3.0,3.0,,,,,1.0,,40.0,0.0,5.0,0.0,2.0,180.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
463,2013.0,2.0,1988.0,141.0,3.0,1.0,261.0,0.0,113.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2000.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,
467,2015.0,1.0,1991.0,204.0,3.0,1.0,8111.0,8.0,811.0,1.0,4.0,4.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2000.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,
469,2007.0,2.0,1983.0,264.0,3.0,2.0,263.0,0.0,102.0,1.0,6.0,9.0,,,4.0,,1.0,2.0,40.0,0.0,5.0,0.0,1.0,1800.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,
470,2008.0,1.0,1980.0,382.0,5.0,3.0,263.0,0.0,407.0,1.0,5.0,5.0,,,,,1.0,,40.0,0.0,5.0,0.0,1.0,2000.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,
471,2019.0,1.0,1991.0,862.0,17.0,1.0,3075.0,3.0,811.0,1.0,1.0,1.0,,,,,1.0,,45.0,0.0,6.0,0.0,2.0,164.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,
472,2015.0,2.0,1990.0,141.0,3.0,2.0,4152.0,4.0,101.0,1.0,9.0,9.0,,,,,1.0,,40.0,4.0,5.0,1.0,1.0,2800.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,
473,2011.0,2.0,1988.0,511.0,8.0,1.0,5221.0,5.0,410.0,1.0,7.0,7.0,,,,,1.0,,40.0,0.0,5.0,0.0,9090908.0,9090908.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0
474,2010.0,1.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,2018.0,1.0,1992.0,612.0,10.0,2.0,261.0,0.0,123.0,1.0,9.0,9.0,,,,,1.0,,40.0,1.0,5.0,0.0,2.0,350.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0
477,2012.0,1.0,1986.0,465.0,7.0,1.0,263.0,0.0,811.0,1.0,3.0,3.0,,,,,1.0,,45.0,0.0,6.0,0.0,2.0,150.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,
478,2013.0,2.0,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2015.0,2.0,1992.0,712.0,13.0,1.0,271.0,0.0,811.0,1.0,3.0,3.0,,,,,1.0,,45.0,5.0,5.0,0.0,2.0,9090908.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,
