시도,행정구,삶의 만족도,1인당 GRDP,신혼부부수_스케일링,신혼부부수,평균 자살율,평균 소득,미술관,도서관,박물관,인당_기관수_스케일링,청년인구당_기관수_스케일링,인당_학원수_스케일링,인당_초/중/고_개수,학생당_학교수,공원수,평균공원면적,공원시설통합num평균,평균년도,응급실병상수 총합,병원,보건소,보건의료원,보건지소,보건진료소,상급종합,약국,요양병원,의원,정신병원,조산원,종합병원,치과병원,치과의원,한방병원,한의원
경기,부천시,0.2592,2207,0.509365767,16208,18.9,35151.66667,,,,0.0719612144,0.079018972,0.388361672,0.000319249724,0.00315667054,192,15209.03802,1.817708333,1996.375,16.70615394,2.278111901,0.379685317,0,0,0,0.126561772,46.95441751,2.278111901,66.31836867,0.632808861,0.126561772,0.632808861,0.506247089,36.70291396,1.64530304,26.57797218
경기,광명시,0.5261,2803,0.509523366,5828,15.5,38621,,,,0,0,0.457153608,0.000327160427,0.00268436578,86,39506.17442,0.38372093,1995.223529,14.93340742,1.736442723,0.347288545,0,0,0,0,42.716491,1.389154179,75.70890274,0,0,0.694577089,0,40.63275973,0.347288545,30.56139193
경기,평택시,0.1617,5351,0.829894233,16888,23.9,37442,,,,0.0936177511,0.102631133,0.297505007,0.000393467763,0.00317369899,538,19004.36413,7.843866171,2005.987069,17.97662693,2.074226184,0.345704364,0,1.555669638,1.901374002,0,39.23744531,1.555669638,47.18864569,0,0.172852182,0.691408728,0,29.38487094,0.86426091,17.97662693
경기,동두천시,0.0158,1890,0.462897114,1735,32.4,32066,,,,0.478197684,0.530796194,0.193286654,0.000446627959,0.00427631579,40,91242.8,0,,7.646429118,1.092347017,1.092347017,0,0,0,0,38.23214559,7.646429118,45.87857471,1.092347017,0,0,0,28.40102244,0,18.56989929
경기,안산시,0.1039,3437,0.537560323,13498,22.3,34023,5,15,6,0.0891111865,0.0806175609,0.274599121,0.000313706409,0.00301186305,213,29006.64038,3.159624413,1997.253521,37.57834798,5.201009023,0.626842513,0,0.963547384,0.673409743,0.336704871,87.62188028,5.107874562,112.5022078,0.916980154,0,1.253685025,1.346819486,61.7458026,4.771169691,45.26162835
경기,고양시,0.4211,2084,0.507271197,22401,18.9,40239.33333,2,21,10,0.0519457885,0.0544644119,0.477210083,0.000309758705,0.0027300162,253,27402.20672,2.56916996,1996.857708,58.21361475,6.189810646,0.886185213,0,0,0,0,127.0821066,8.553701205,173.5138904,1.625230917,0,2.103326155,1.772370426,93.50963023,1.427928852,76.478976
경기,과천시,0.9464,5910,0.639572583,2041,9,50129,2,3,4,0,0,0.414777194,0.000234929286,0.00174703005,19,16614,5.894736842,2002.526316,0,0,1.279803422,0,0,0,0,31.99508555,0,51.19213689,0,0,0,1.279803422,28.15567529,0,19.19705133
경기,구리시,0.3452,1875,0.429933391,3561,16.3,37743,,,,0,0,0.481980767,0.000321874598,0.00291219725,61,14963.21803,2.06557377,1997.47541,14.83828915,4.239511184,0.529938898,0,0.529938898,0,0,48.75437862,2.119755592,80.0207736,0.529938898,0,0.529938898,0,51.40407311,1.059877796,34.44602837
경기,오산시,0.1828,2303,0.625077083,5621,22.8,37281,1,7,2,0.117064904,0.122408915,0.312171395,0.000378472485,0.00272043043,118,19246.50847,0.923728814,2005.627119,13.05204721,3.480545924,0.43506824,0,0,0,0,36.5457322,2.175341202,43.0717558,0.43506824,0,0.870136481,0.43506824,31.75998155,0.43506824,17.40272962
경기,시흥시,0.2386,3006,0.753751393,13803,22.6,35664,1,12,2,0.0805536961,0.0840313929,0.378860389,0.000331808685,0.00254882784,141,30143.41135,1.645390071,1997.992126,12.47777397,0.779860873,0.194965218,0,0.194965218,0.779860873,0,33.53401753,2.534547837,51.86074804,0,0,0.584895655,0.194965218,29.43974795,2.924478273,13.64756527
경기,군포시,0.7367,2709,0.580534417,5843,15.9,37845,,,,0.0538429997,0.0546617162,0.414867321,0.000344282017,0.00315860454,122,11929.66557,0,1997.704918,15.40120129,1.502556224,0.375639056,0,0.375639056,0,0,39.06646182,1.502556224,51.83818972,0.375639056,0,0.751278112,0.751278112,35.68571031,0,26.29473392
경기,의왕시,0.6721,2525,0.609943464,3617,13.8,40673,1,5,2,0.179218304,0.195301704,0.305851138,0.000296145601,0.00271707029,78,27711.07949,1.705128205,2007.525641,0,0.62413791,0.62413791,0,0.62413791,0,0,28.71034384,2.496551638,40.56896412,1.248275819,0.62413791,0,0.62413791,31.20689548,0,17.47586147
경기,하남시,0.7569,2380,0.745920945,8727,14,42052,,,,0,0,0.420831685,0.00026363876,0.00194805195,74,29249.7027,0,2007.586207,0,2.146850723,0.30669296,0,0.30669296,0,0,33.42953269,1.840157763,63.48544282,0,0,0,0,30.36260309,0.920078881,23.61535796
경기,용인시,0.7721,3131,0.473287147,21789,14.9,42433.33333,5,19,14,0.115620847,0.109263332,0.447439203,0.000322117373,0.00231918343,279,26456.52688,0,2001.55914,30.69298019,4.622171877,0.878796761,0,2.314029188,3.156076864,0,102.5223572,4.619378322,140.7252674,0.842047676,0,1.227719208,0.878796761,94.6761974,1.94903251,60.42757862
경기,파주시,0.3401,4277,0.663966062,12454,22.8,37453,7,19,13,0.0822840759,0.092040521,0.323605493,0.000388200288,0.00289102169,173,23929.41445,1.011560694,,10.90215318,2.422700706,0.201891725,0,1.211350353,1.413242078,0,29.67808364,3.634051058,39.16699474,0.201891725,0,0.403783451,0.403783451,25.84214086,0.403783451,16.95890494
경기,이천시,0.6505,10907,0.582913975,5054,21.5,37890,2,5,3,0.124801843,0.126182965,0.373183549,0.000466250628,0.00381637371,36,56266.77778,2.611111111,1993.705882,10.77581369,1.795968948,0.448992237,0,2.693953422,6.734883554,0,41.3072858,2.693953422,48.94015382,0.448992237,0,0.448992237,0.448992237,25.5925575,0,20.20465066
경기,안성시,0.123,4678,0.48444677,3917,30.7,34648,1,6,4,0.361919051,0.376447191,0.257653209,0.000535640923,0.00482887951,54,16306.74074,0,2001.666667,14.82721005,1.059086432,0.529543216,0,4.765888944,7.94314824,0,43.95208693,3.706802512,43.42254371,0.529543216,0,1.059086432,0.529543216,27.53624723,0,14.29766683
경기,김포시,0.4879,2925,0.687316259,12194,18.3,38974,2,8,4,0.0572643419,0.0698080279,0.487251973,0.000376444064,0.0025326967,189,28872.65079,1.71957672,2005.677249,8.672901519,3.097464828,0.206497655,0,1.238985931,1.445483587,0,32.00713656,1.238985931,48.73344663,0.619492966,0,0.41299531,0,32.00713656,1.858478897,20.23677021
경기,화성시,0.616,8790,0.796700465,26424,18.4,42628,2,19,4,0.116414899,0.131036081,0.469194579,0.000379507435,0.00245021937,592,12397.69865,0.369932432,,9.442103437,1.537086606,0.329375701,0,1.317502805,1.317502805,0,29.97318882,1.097919004,45.45384678,0.439167602,0,0.329375701,0.1097919,26.459848,0.768543303,17.23732837
경기,광주시,0.2806,2566,0.693192283,9941,24.6,36422,2,8,5,0.141249835,0.172350717,0.278623542,0.000263849565,0.00223675155,57,13989.94912,2.192982456,2008.242424,5.109052731,0.510905273,0.255452637,0,0.76635791,2.809979002,0,27.84433738,1.532715819,38.06244284,0,0,0.255452637,0.255452637,21.96892674,0.255452637,16.85987401
경기,양주시,0.1382,2818,0.402450239,5211,22.4,34052,3,8,2,0.147960597,0.164664457,0.261408564,0.000372056765,0.00293862472,99,20505.25253,4.888888889,2003.015873,32.45259456,8.215846725,1.232377009,0,3.28633869,1.643169345,0,138.4370173,11.50218542,180.3378356,2.053961681,0,0.821584673,0,108.0383844,2.053961681,72.71024352
경기,포천시,0.1591,4408,0.433796427,2728,21.8,32488,,,,0.195854645,0.231390526,0.140898341,0.000548774053,0.00634197902,45,40559.48667,1.644444444,2000.177778,37.49122365,1.363317223,0.681658612,0,8.861561953,6.134927506,0,39.53619948,2.726634447,42.26283393,0.681658612,0,1.363317223,0,27.26634447,0,13.63317223
경기,여주시,0.2904,3760,0.342858043,1959,24.1,34498,4,7,8,0.121354712,0.153645456,0.200611813,0.000706214689,0.00720384205,22,15913.08636,4,,25.6296951,1.767565179,0.883782589,0,7.954043305,11.48917366,0,39.77021653,4.418912947,45.07291206,1.767565179,0,0,0,29.16482545,0.883782589,22.97834733
경기,연천군,0.7871,4281,0.394378224,750,21.4,33782,,,,0,0,0.118755117,0.000852930425,0.0103183962,17,35628.23529,0,2007.647059,23.77442823,0,0,2.377442823,16.64209976,16.64209976,0,52.3037421,2.377442823,28.52931387,0,0,0,0,26.15187105,0,16.64209976
경기,가평군,0.0473,3073,0.278380923,973,38.4,33747,,,,0,0,0.190912765,0.000672591881,0.00819992191,15,34111.63333,8,2005.333333,9.654062751,3.218020917,1.609010459,0,8.045052293,24.13515688,0,38.61625101,8.045052293,40.22526146,1.609010459,0,0,0,30.57119871,0,22.52614642
경기,양평군,0.8345,1795,0.197960024,1737,14.5,36421,4,6,7,0.109884896,0.164366568,0.243981862,0.000544731108,0.00564140299,37,18577.67568,1.432432432,2009.081081,8.992585205,1.635015492,0.817507746,0,8.175077459,13.89763168,0,35.97034082,6.540061967,36.78784856,0,0,0,0,23.70772463,0.817507746,24.52523238
강원,춘천시,0.7609,2775,0.501498406,5946,25.6,35519,4,10,13,0.291667336,0.269468689,0.347384199,0.000429572767,0.00382236863,139,52048.21583,0,2001.539568,27.90723635,1.046521363,0.348840454,0,3.488404543,4.534925906,0,45.00041861,2.790723635,59.30287724,1.744202272,0,0.697680909,0,29.65143862,0.348840454,22.67462953
강원,원주시,0.4546,2506,0.599381461,8332,22.3,36123,2,5,9,0.26943134,0.291942084,0.376353495,0.000453512231,0.00380943532,93,11624.17204,3.193548387,1996.741935,13.85782427,4.988816736,0.277156485,0,2.494408368,2.217251883,0.277156485,50.16532384,1.662938912,59.31148786,0.554312971,0,0.277156485,0.277156485,28.54711799,1.108625941,29.93290041
강원,강릉시,0.7219,2832,0.416651268,3914,21.1,34899,3,4,17,0.33418567,0.376929095,0.451130697,0.000475387873,0.00480372653,86,13823.42791,0,1998.903226,33.11555911,0.473079416,0.473079416,0,3.311555911,4.257714743,0.473079416,42.10406801,0.946158832,56.7695299,0.946158832,0,1.419238248,0.473079416,28.38476495,0.473079416,27.91168553
강원,동해시,0.293,3651,0.443522608,1706,20.6,35137,1,3,1,0,0,0.316795654,0.000489459546,0.0043,5,8255,0,1990,21.24661731,1.118243017,1.118243017,0,1.118243017,0,0,43.61147765,3.35472905,54.79390781,0,0,2.236486033,0,29.07431843,0,20.1283743
강원,태백시,0.8928,2622,0.231843837,553,24.3,34324,,,,0.364971026,0.494402985,0.182272449,0.000865301413,0.00836501901,21,129659.619,2.714285714,1999.619048,25.36268642,2.536268642,2.536268642,0,2.536268642,2.536268642,0,48.18910419,0,55.79791011,0,0,2.536268642,0,25.36268642,0,17.75388049
강원,속초시,0.3815,2285,0.533810586,1752,23.9,34483,1,3,2,0,0,0.267846186,0.000343878955,0.00330617546,32,19104.8125,5.53125,1993.34375,36.22925875,0,1.207641958,0,0,0,0,44.68275246,2.415283917,76.08144337,0,0,2.415283917,1.207641958,39.85218462,0,27.77576504
강원,삼척시,0.3434,4054,0.351424997,1077,38.1,33598,,,,0.223309803,0.203104043,0.196265705,0.000834269212,0.00945454545,23,19173.73913,3.52173913,1990.043478,45.70167835,1.575919943,1.575919943,0,12.60735955,9.45551966,0,37.82207864,1.575919943,36.2461587,0,0,1.575919943,0,18.91103932,0,14.18327949
강원,홍천군,0.8491,3722,0.303485085,1086,25.9,33657,,,,0,0,0.175740047,0.0010568307,0.0127171771,27,14108.66667,12.51851852,2008.703704,29.42171617,2.942171617,1.471085808,0,11.76868647,26.47954455,0,39.71931683,2.942171617,42.66148844,0,0,1.471085808,0,26.47954455,0,19.12411551
강원,횡성군,0.7133,3909,0.160694209,595,22,33069,,,,0.601066632,0.929416922,0.139135987,0.00103640368,0.0123140072,31,7049.096774,1.387096774,,21.49058712,2.149058712,2.149058712,0,17.1924697,17.1924697,0,36.53399811,2.149058712,25.78870455,0,0,0,0,17.1924697,0,25.78870455
강원,영월군,0.4233,3649,0.152390118,469,37.4,33197,2,2,21,0.375547042,0.519098923,0.184090388,0.00116018671,0.0144586416,20,35738.9,0,1998.15,26.50551315,2.650551315,2.650551315,0,18.5538592,13.25275657,0,45.05937235,2.650551315,26.50551315,0,0,2.650551315,0,15.90330789,0,13.25275657
강원,평창군,0.4107,3633,0.211239228,568,28,33570,,,,0,0,0.109174011,0.00113555012,0.0154155496,24,38840.58333,1.458333333,1999.333333,12.1980971,0,0,2.439619419,14.63771652,36.59429129,0,39.03391071,4.879238839,34.15467187,0,0,0,0,29.27543303,0,24.39619419
강원,정선군,0.7114,3801,0.24899333,503,20.2,33454,1,2,5,0,0,0.117547386,0.00148099879,0.0195083886,35,12261.27143,0,2004.685714,31.490653,5.725573273,2.862786637,0,20.03950646,31.490653,0,34.35343964,0,20.03950646,0,0,0,0,14.31393318,0,14.31393318
강원,철원군,0.7473,4874,0.626995005,966,33.1,34333,,,,0,0,0.2483551,0.00090708507,0.00928481807,22,14193.68182,0,2000.227273,14.19916698,2.36652783,2.36652783,0,9.466111321,16.56569481,0,47.33055661,2.36652783,37.86444529,0,0,0,0,18.93222264,0,23.6652783
강원,화천군,0.1183,6494,0.761288388,617,34.4,33395,,,,0,0,0.150172643,0.00152041703,0.01657982,12,32978.16667,0.916666667,2002.166667,47.03266632,0,0,4.275696939,17.10278775,25.65418163,0,34.20557551,0,29.92987857,0,0,0,0,25.65418163,0,21.37848469
강원,양구군,0.9673,4881,0.652427724,506,19.2,34571,1,1,5,0,0,0.153546994,0.00139115418,0.0123984609,6,33955,0,2007.5,37.4128981,14.02983679,4.676612262,0,18.70644905,14.02983679,0,37.4128981,0,23.38306131,0,0,0,0,23.38306131,0,14.02983679
강원,인제군,0.8607,5557,0.811199924,887,30.8,34366,2,2,6,0,0,0.160751305,0.00116641972,0.0126409293,15,10206.46667,2.933333333,1992.4,15.52505744,3.105011489,3.105011489,0,15.52505744,15.52505744,0,37.26013786,3.105011489,12.42004595,0,0,0,0,18.63006893,0,18.63006893
강원,고성군,0.8228,4758,0.326050538,453,24.8,31709,3,3,5,0.51279888,0.724043716,0.0724620314,0.00121578307,0.0168367347,29,9285.931034,3.034482759,1999.2,0,0,3.666495564,0,10.99948669,32.99846007,0,32.99846007,0,21.99897338,0,0,0,0,18.33247782,0,21.99897338
강원,양양군,0.6788,4009,0.275635976,428,25.4,33169,1,1,1,0,0,0.143724714,0.00126898952,0.017369727,8,15965.875,4.125,1994,0,0,3.588602598,0,17.94301299,17.94301299,0,43.06323118,0,21.53161559,0,0,0,0,14.35441039,0,10.76580779
충북,충주시,0.5397,3605,0.453182917,4073,22.1,34462,2,7,5,0.134257714,0.157644259,0.324338663,0.000540159926,0.0051129879,119,25264.44118,2.260504202,2001.218487,17.7648036,1.440389481,0.480129827,0,6.241687752,7.682077234,0,40.8110353,2.880778963,59.05596873,0.480129827,0,0.960259654,0.480129827,24.48662118,0.960259654,23.52636153
충북,제천시,0.1741,2442,0.329258244,2169,26.7,34408,,,,0.322732156,0.320241692,0.281323102,0.000587394211,0.00580064112,66,8769.16947,5.863636364,1995.045455,35.88114942,0.763428711,0.763428711,0,6.107429688,8.397715821,0,41.2251504,3.817143555,62.6011543,0.763428711,0,1.526857422,0,34.354292,0.763428711,27.4834336
충북,보은군,0.7442,3810,0.0756052215,334,15,32633,,,,0,0,0.126524211,0.0013017867,0.0180668473,6,2105.333333,3,2015,31.7914481,3.17914481,3.17914481,0,25.43315848,47.68717215,0,50.86631696,9.53743443,44.50802734,3.17914481,0,0,0,19.07486886,0,25.43315848
충북,옥천군,0.2521,2983,0.145302473,606,23.8,32381,,,,0.28686342,0.402429765,0.109420987,0.000783166052,0.00903471232,9,17593.11111,2.777777778,1997.444444,28.27140549,0,2.019386107,0,16.15508885,32.31017771,0,38.36833603,6.05815832,54.52342488,2.019386107,0,2.019386107,0,24.23263328,0,26.25201939
충북,영동군,0.6728,2578,0.103106483,504,21.9,33078,,,,0.635682316,0.943060498,0.173235257,0.000890573621,0.0116557083,3,100983.3333,4.666666667,,22.24397188,2.224397188,2.224397188,0,22.24397188,37.8147522,0,53.38553252,4.448794377,53.38553252,2.224397188,0,0,0,17.79517751,0,28.91716345
충북,진천군,0.1609,8518,0.663257509,2128,28.4,35620,1,4,1,0.160413281,0.210819411,0.226711203,0.000530143254,0.00421670181,36,23364.82222,9.222222222,2005.388889,18.57290445,1.160806528,1.160806528,0,6.96483917,8.125645699,0,42.94984155,1.160806528,46.43226114,1.160806528,0,1.160806528,0,26.69855015,0,17.41209793
충북,괴산군,0.7749,3962,0.135995144,443,17,32008,,,,0.385618507,0.792227205,0.0527496592,0.00108048206,0.0186424474,24,25697,0.291666667,2007.541667,24.28822021,5.39738227,2.698691135,0,32.38429362,45.87774929,0,26.98691135,0,24.28822021,2.698691135,0,0,0,13.49345567,0,13.49345567
충북,음성군,0.2534,8077,0.380573454,1620,26,33332,,,,0.462837096,0.652173913,0.150347111,0.000665048382,0.00694444444,38,25457.55263,1.684210526,2002.394737,10.86271698,2.172543397,1.086271698,0,8.690173586,20.63916227,0,42.36459623,2.172543397,48.88222642,2.172543397,0,0,0,28.24306416,0,21.72543397
충북,단양군,0.137,4404,0.162757187,355,14.4,32800,,,,0,0,0.0879330565,0.00112604432,0.0159137577,25,28465.056,1.72,2010,36.01397342,0,0,3.601397342,25.2097814,54.02096013,0,36.01397342,3.601397342,25.2097814,0,0,0,0,21.60838405,0,14.40558937
충북,증평군,0.5093,3143,0.634149899,888,32.5,34978,,,,0,0,0.261940119,0.000402846784,0.00346420323,30,8534.633333,1.5,2004.666667,0,0,2.683699211,0,2.683699211,2.683699211,0,61.72508185,2.683699211,53.67398422,0,0,0,0,29.52069132,0,24.1532929
충남,천안시,0.3811,3796,0.662960418,16146,28.4,37400,2,12,9,0.253633129,0.236527948,0.386166862,0.000378110873,0.00292147223,190,19735.96684,1.363157895,1998.868421,40.89154316,6.29206053,0.639975064,0,4.124557772,6.044482964,0.391164379,89.41579232,5.759775575,102.993923,0.888785749,0,1.031139443,2.417546562,57.98522078,1.990485479,50.20029614
충남,공주시,0.7134,3549,0.1980582,1398,24.1,33394,1,4,11,0.273107034,0.261534666,0.183318956,0.000843716276,0.00941021994,21,13577.42857,2.666666667,1999.428571,14.62401653,0,0.974934436,0,9.749344357,18.52375428,0,53.62139396,7.799475485,61.42086945,2.924803307,0,0.974934436,0,26.32322976,0.974934436,31.19790194
충남,보령시,0.6059,4342,0.323387481,1571,25.6,34062,1,5,2,0.147318008,0.20894934,0.260167856,0.00086789018,0.00905277103,36,3719.269444,6.361111111,1997.722222,26.76080982,2.058523833,1.029261916,0,10.29261916,17.49745258,0,48.37531007,2.058523833,53.52161965,1.029261916,0,1.029261916,0,25.73154791,0,28.81933366
충남,아산시,0.4038,8239,0.636117178,8421,24.1,38842,1,6,8,0.19747154,0.22045672,0.268915887,0.000419943932,0.002929127,,,,,8.668645509,2.092431675,0.298918811,0,3.288106917,4.782700971,0,34.07674442,2.092431675,42.1475523,0.597837621,0,0.298918811,0.298918811,25.1091801,0.298918811,17.03837221
충남,서산시,0.3056,8904,0.605881693,4070,27.2,38459,1,5,1,0.0793126831,0.0994651403,0.289920869,0.000541329048,0.0043997777,89,176252.7438,0,,18.70610443,0,0.566851649,0,5.668516493,8.502774739,0,38.54591215,0.566851649,46.48183524,0,0,1.133703299,0,28.90943411,0,19.27295607
충남,논산시,0.6694,3799,0.276222692,1696,23.3,32910,,,,0.382397868,0.520884521,0.200621247,0.000815040706,0.00838515169,52,9746.576923,0,2001.096154,26.63896215,1.77593081,0.887965405,0,11.54355026,23.08710053,0,62.15757834,8.879654049,64.82147456,0.887965405,0,0.887965405,0,27.52692755,0,31.96675458
충남,계룡시,0.9917,4054,0.307511126,759,13.4,40195,,,,0,0,0.333046494,0.000385579333,0.00235787267,25,22745,4.08,2001.64,0,2.248454188,2.248454188,0,4.496908375,0,0,35.975267,2.248454188,44.96908375,0,0,0,0,31.47835863,0,24.73299607
충남,당진시,0.3596,6854,0.566866553,3804,29,38259,2,4,4,0.244624686,0.344081368,0.263462225,0.000533108373,0.00421393841,147,15979.42857,0,2007.727891,11.88686086,2.377372172,0.594343043,0,6.537773472,11.29251782,0,41.604013,1.188686086,46.35875735,0,0,0.594343043,0.594343043,25.55675085,0,18.42463433
충남,금산군,0.4792,4504,0.0982632116,569,27.4,32459,,,,0.278779442,0.407849173,0.0994664632,0.000901297869,0.00966910185,7,23411.71429,2.714285714,1988,15.97061407,1.996326759,1.996326759,0,17.96694083,17.96694083,0,67.8751098,3.992653518,67.8751098,0,0,0,0,21.95959435,0,31.94122814
충남,부여군,0.4139,3221,0.0522239693,620,42.6,32148,,,,0.231830977,0.360666894,0.119788135,0.00109928546,0.0140246494,30,24264.52333,1.733333333,2010,17.64432254,1.604029322,1.604029322,0,24.06043982,33.68461575,0,52.93296761,4.812087965,49.72490897,3.208058643,0,0,0,28.87252779,0,20.85238118
충남,서천군,0.9854,4630,0.0805942303,534,31.3,32157,,,,0,0,0.166376439,0.00106978275,0.0146396396,22,33923.54545,0.5,2003,10.00720519,2.001441038,2.001441038,0,20.01441038,34.02449764,0,56.04034905,8.00576415,52.03746698,2.001441038,0,0,0,24.01729245,0,26.01873349
충남,청양군,0.4972,4195,0.0741305874,323,16.7,32730,,,,0.46693616,0.575774036,0.0586290948,0.00103995438,0.0146780303,13,7617.538462,1.538461538,1999.461538,19.8242252,0,0,3.304037534,29.7363378,42.95248794,0,42.95248794,6.608075068,33.04037534,0,0,0,0,23.12826274,0,23.12826274
충남,홍성군,0.6116,3500,0.389873401,1790,37.4,35321,1,3,3,0.423921585,0.530796194,0.279922557,0.000659891778,0.00558467222,80,18683.16625,0.7875,2006.8875,22.43341355,0,1.019700616,0,10.19700616,14.27580862,0,44.8668271,3.059101848,49.96533018,2.039401232,0,1.019700616,0,27.53191663,1.019700616,21.41371293
충남,예산군,0.5722,4596,0.185736729,1052,26.1,33823,1,3,7,0.1776775,0.276473657,0.166972527,0.000855268197,0.0102477822,55,19504.86182,1.054545455,2004.236364,28.42928216,2.584480196,1.292240098,0,15.50688118,20.67584157,0,47.81288363,0,47.81288363,0,0,1.292240098,0,29.72152226,0,25.84480196
충남,태안군,0.3065,4743,0.255836168,911,29.6,33472,,,,0.230064463,0.379792189,0.126349154,0.000842975207,0.0108349267,6,1922.5,2.833333333,1999.333333,17.93429526,0,0,1.630390479,9.782342871,26.08624766,0,48.91171436,1.630390479,45.6509334,0,0,0,1.630390479,21.19507622,1.630390479,19.56468574
전북,전주시,0.6024,2351,0.443182037,12403,20,36786.5,5,14,9,0.152484804,0.138813537,0.617739125,0.000408473717,0.00314332856,249,88114.71325,3.289156627,1996.746988,50.47082032,7.581498753,0.614242157,0,0,0.92779845,0.313556293,114.2665777,9.815004087,152.886611,0,0,1.228484314,0.614242157,85.44867801,6.756663729,62.70884776
전북,군산시,0.5116,3512,0.375209235,4611,23.9,35266,2,8,3,0.215308699,0.245469808,0.35441158,0.000603283253,0.00496198989,147,40734.52381,2.102040816,1996.428571,20.19301474,2.667001947,0.381000278,0,5.334003894,6.858005006,0,49.14903588,3.429002503,59.81704367,0,0,0.762000556,0,29.33702142,0.762000556,26.67001947
전북,익산시,0.3869,2968,0.251340882,4006,19.9,34243,2,9,9,0.259778872,0.256211931,0.352776482,0.000675627755,0.00605169013,104,55049.1,1.355769231,1993.961538,27.03719807,2.192205249,0.365367541,0,5.115145581,9.134188537,0.365367541,55.5358663,2.922940332,62.47784959,0,0,0.365367541,0.365367541,32.51771119,2.192205249,26.67183053
전북,정읍시,0.1245,3134,0.210784208,1439,26.4,33392,1,5,4,0.1355231,0.174055829,0.323112843,0.00102234555,0.0104042806,15,5304.4,4,1997.2,19.98458332,3.806587299,0.951646825,0,14.27470237,24.74281745,0,57.09880949,3.806587299,67.56692456,0.951646825,0,0.951646825,0,31.40434522,0.951646825,25.69446427
전북,남원시,0.783,2368,0.210243837,1063,30.2,33478,2,4,1,0,0,0.256410875,0.00102716726,0.0102848101,14,4617.642857,10.78571429,1992,26.94103761,1.282906553,1.282906553,0,19.2435983,32.07266383,0,50.03335557,5.131626212,69.27695387,1.282906553,0,1.282906553,0,26.94103761,0,23.09231796
전북,김제시,0.598,3946,0.170956386,1059,16.8,32351,1,5,2,0.171989027,0.245427182,0.176117498,0.00121093798,0.0145013318,,,,,28.23644957,4.910686882,1.227671721,0,17.18740409,30.69179301,0,50.33454054,3.683015162,60.15591431,6.138358603,0,0,0,22.09809097,1.227671721,22.09809097
전북,완주군,0.9652,5046,0.331524181,1664,25.5,35333,2,6,4,0.421997979,0.550363448,0.297273047,0.00088933805,0.00811508668,65,27140.99338,4.092307692,2006.515625,0,2.16398693,1.081993465,0,12.98392158,15.14790851,0,42.19774513,5.409967324,51.93568631,3.245980394,0,0,0,17.31189544,0,27.04983662
전북,진안군,0.9947,2959,0.15095928,308,16.8,32365,,,,0,0,0.0706612603,0.00163907556,0.0229095074,6,83563.66667,9.166666667,2001,85.53971487,8.146639511,4.073319756,0,40.73319756,48.87983707,0,36.6598778,0,40.73319756,0,0,0,0,16.29327902,0,20.36659878
전북,무주군,0.0871,3344,0.145896678,289,23.4,32465,1,2,2,0,0,0.17619181,0.00129791468,0.0153374233,11,18653,1.545454545,1996.909091,21.28655967,0,0,4.257311933,21.28655967,38.3158074,0,51.0877432,0,46.83043127,0,0,0,0,21.28655967,0,34.05849547
전북,장수군,0.9946,2762,0.111503769,243,7.3,32552,,,,0,0,0.139388166,0.00139678258,0.0166762507,3,136745.3333,8.333333333,1988,23.43457068,0,0,4.686914136,23.43457068,51.55605549,0,42.18222722,0,32.80839895,0,0,0,0,23.43457068,0,18.74765654
전북,임실군,0.7008,3167,0.248168593,384,12.7,32447,,,,0.539345914,1,0.10739417,0.00158871624,0.0242173656,13,31463.55385,0,2004.692308,18.86223027,3.772446054,0,3.772446054,41.49690659,75.44892108,0,52.81424476,3.772446054,56.58669081,3.772446054,0,0,0,26.40712238,0,37.72446054
전북,순창군,0.8283,3201,0.0909250533,301,18,32782,1,2,2,0,0,0.119735079,0.00149181367,0.0168563,1,16679.4,6,2014,37.41534778,3.741534778,0,3.741534778,37.41534778,63.60609122,0,44.89841733,7.483069555,56.12302166,0,0,0,0,22.44920867,0,26.19074344
전북,고창군,0.5407,3117,0.157084784,654,27.8,33297,,,,0,0,0.201793178,0.00120996858,0.0139986453,15,24774.50667,4.2,2000.466667,19.10657648,1.910657648,1.910657648,0,22.92789178,45.85578356,0,43.94512591,7.642630593,55.4090718,0,0,1.910657648,0,22.92789178,0,19.10657648
전북,부안군,0.3969,3262,0.185744921,652,43.8,32197,2,2,2,0,0,0.172962698,0.00131820148,0.0164821015,15,64237.53333,0,,47.90992933,7.984988222,1.996247056,0,21.95871761,21.95871761,0,57.89116461,3.992494111,45.91368228,0,0,1.996247056,0,29.94370583,1.996247056,29.94370583
전남,목포시,0.307,2024,0.344195849,3630,27,34229,5,5,6,0.196831869,0.198849425,0.352856669,0.000542084622,0.00411449016,95,60440.96842,2.357894737,1996.357895,37.33768479,6.453427,0.460959071,0,0.460959071,0,0,53.47125229,4.609590714,55.77604764,0,0,2.304795357,0.921918143,29.96233964,3.687672572,20.74315821
전남,여수시,0.6723,9597,0.442687309,5230,25.2,37437,1,8,1,0.103258616,0.114538873,0.350980182,0.000623161581,0.00555610676,161,40520.88696,1.757763975,1997.354037,18.56131603,2.547631612,0.363947373,0,4.367368479,10.19052645,0,45.49342165,3.639473732,55.6839481,0,0,1.09184212,0.727894746,29.8436846,1.09184212,19.65315815
