영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,배급사,rating_mean,grade,genre,running_time,배급사 순위,grade_15세 이상 관람가,grade_전체 관람가,grade_청소년 관람불가,genre_드라마/로맨스/코미디,genre_스릴러/공포/미스터리,genre_애니메이션,genre_액션/어드벤처/SF,nation_미국,nation_미국 외 서구 국가,nation_한국,nation_한국 외 아시아
대결,2016-09-22,251176500,32278,366,5409,한국,(주)스톰픽쳐스코리아,7.60483871,15세 이상 관람가,액션/어드벤처/SF,97분,11,1,0,0,0,0,0,1,0,0,1,0
극장판 유희왕 더 다크 사이드 오브 디멘션즈,2016-06-09,256266200,32117,210,1500,한국 외 아시아,(주)넥스트엔터테인먼트월드(NEW),8.642045455,전체 관람가,애니메이션,130분,6,0,1,0,0,0,1,0,0,0,0,1
쿠보와 전설의 악기,2016-10-26,208824862,30525,100,2474,미국,유니버설픽쳐스인터내셔널 코리아(유),8.596774194,전체 관람가,애니메이션,102분,8,0,1,0,0,0,1,0,1,0,0,0
인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,220051200,27070,122,1522,한국,(주)씨제이이엔엠,7.659090909,15세 이상 관람가,다큐멘터리/공연실황/기타,141분,1,1,0,0,0,0,0,0,0,0,1,0
키즈모노가타리 I : 철혈편,2016-06-30,187425500,24536,74,1399,한국 외 아시아,(주)박수엔터테인먼트,8.061403509,15세 이상 관람가,애니메이션,64분,11,1,0,0,0,0,1,0,0,0,0,1
나이스 가이즈,2016-07-06,189535838,24471,249,3585,미국,플러스엠 엔터테인먼트,6.479381443,15세 이상 관람가,애니메이션,105분,9,1,0,0,0,0,1,0,1,0,0,0
스킵트레이스: 합동수사,2016-08-31,163700300,22350,244,3021,한국 외 아시아,(주)영화사 빅,7.442105263,15세 이상 관람가,액션/어드벤처/SF,107분,11,1,0,0,0,0,0,1,0,0,0,1
시크릿 인 데어 아이즈,2016-04-27,162031200,21692,186,2184,미국,판씨네마(주),8.218023256,15세 이상 관람가,스릴러/공포/미스터리,111분,10,1,0,0,0,1,0,0,1,0,0,0
히야,2016-03-10,173844100,21687,124,1444,한국,(주)라이크콘텐츠,9.619047619,12세 이상 관람가,드라마/로맨스/코미디,109분,11,0,0,0,1,0,0,0,0,0,1,0
하이큐!! 승자와 패자,2016-12-28,145794000,20814,103,726,한국 외 아시아,(주)이수C&E,9.335329341,12세 이상 관람가,애니메이션,88분,11,0,0,0,0,0,1,0,0,0,0,1
버스 657,2016-01-14,143676000,18042,161,1785,미국,(주)스톰픽쳐스코리아,8.202531646,15세 이상 관람가,액션/어드벤처/SF,92분,11,1,0,0,0,0,0,1,1,0,0,0
미라클 프롬 헤븐,2016-05-25,120155500,17665,92,1774,미국,유니버설픽쳐스인터내셔널 코리아(유),9.607142857,전체 관람가,드라마/로맨스/코미디,109분,8,0,1,0,1,0,0,0,1,0,0,0
무수단,2016-03-03,126155400,15882,228,2422,한국,오퍼스픽쳐스(유),3.906542056,15세 이상 관람가,스릴러/공포/미스터리,87분,11,1,0,0,0,1,0,0,0,0,1,0
호비와 동화나라 대모험,2016-12-08,110170000,15603,81,912,한국 외 아시아,(주)머스트씨무비릴리징컴퍼니,8.608695652,전체 관람가,애니메이션,61분,11,0,1,0,0,0,1,0,0,0,0,1
아이 인 더 스카이,2016-07-14,118497200,15573,205,2048,미국 외 서구 국가,판씨네마(주),9.154891304,12세 이상 관람가,드라마/로맨스/코미디,102분,10,0,0,0,1,0,0,0,0,1,0,0
나쁜놈은 죽는다,2016-02-04,117273700,14942,138,1725,한국 외 아시아,TCO(주)더콘텐츠온,2.202312139,15세 이상 관람가,액션/어드벤처/SF,104분,11,1,0,0,0,0,0,1,0,0,0,1
미스터 라잇,2016-06-16,92430800,12465,92,1181,미국,(주)누리픽쳐스,8.255813953,청소년 관람불가,액션/어드벤처/SF,95분,11,0,0,1,0,0,0,1,1,0,0,0
몽키킹2: 서유기 여정의 시작,2016-05-19,49077600,11156,54,416,한국 외 아시아,THE 픽쳐스,8.357142857,12세 이상 관람가,액션/어드벤처/SF,119분,11,0,0,0,0,0,0,1,0,0,0,1
오만과 편견 그리고 좀비,2016-05-25,76846300,9717,138,1374,미국,(주)이수C&E,6.956043956,15세 이상 관람가,액션/어드벤처/SF,107분,11,1,0,0,0,0,0,1,1,0,0,0
햄릿,2016-11-24,114395000,8657,22,310,미국 외 서구 국가,메가박스중앙(주),9.313432836,15세 이상 관람가,다큐멘터리/공연실황/기타,180분,11,1,0,0,0,0,0,0,0,1,0,0
제3의 사랑,2016-05-19,58467400,8128,138,1237,한국 외 아시아,(주)쇼박스,7.546666667,15세 이상 관람가,드라마/로맨스/코미디,113분,2,1,0,0,1,0,0,0,0,0,0,1
신을 믿습니까?,2016-04-21,51956900,7317,81,795,미국,와이드 릴리즈(주),8.88,12세 이상 관람가,드라마/로맨스/코미디,120분,11,0,0,0,1,0,0,0,1,0,0,0
앱솔루틀리 애니씽,2016-01-14,54492800,7059,90,875,미국,(주)모멘텀엔터테인먼트,7.91875,12세 이상 관람가,드라마/로맨스/코미디,85분,11,0,0,0,1,0,0,0,1,0,0,0
리턴 투 센더,2016-03-10,47702000,6062,142,1579,미국,(주)디스테이션,7.709677419,15세 이상 관람가,스릴러/공포/미스터리,95분,11,1,0,0,0,1,0,0,1,0,0,0
셀,2016-06-29,45255600,5617,77,738,미국,(주)드림팩트엔터테인먼트,3.732352941,청소년 관람불가,스릴러/공포/미스터리,97분,11,0,0,1,0,1,0,0,1,0,0,0
극장판 울트라맨 우주 몬스터 대결전,2016-04-13,40488900,5510,136,590,한국 외 아시아,(주)박수엔터테인먼트,6.666666667,전체 관람가,액션/어드벤처/SF,95분,11,0,1,0,0,0,0,1,0,0,0,1
나만이 없는 거리,2016-08-17,33113000,4392,63,737,한국 외 아시아,(주)박수엔터테인먼트,5.98989899,15세 이상 관람가,스릴러/공포/미스터리,120분,11,1,0,0,0,1,0,0,0,0,0,1
태양의 서커스 월드 어웨이,2016-01-06,66949000,4274,16,278,미국,주식회사 드림크리에이션,9.025,전체 관람가,다큐멘터리/공연실황/기타,91분,11,0,1,0,0,0,0,0,1,0,0,0
이니시에이션 러브,2016-03-17,32477500,4113,120,1195,한국 외 아시아,(주)박수엔터테인먼트,8.469387755,12세 이상 관람가,드라마/로맨스/코미디,109분,11,0,0,0,1,0,0,0,0,0,0,1
런던시계탑 밑에서 사랑을 찾을 확률,2016-01-28,30120000,3948,5,155,미국 외 서구 국가,판씨네마(주),8.5,15세 이상 관람가,드라마/로맨스/코미디,88분,10,1,0,0,1,0,0,0,0,1,0,0
실버벨,2016-12-15,21598000,2910,21,182,미국,(재)CBS,9.5,전체 관람가,드라마/로맨스/코미디,88분,11,0,1,0,1,0,0,0,1,0,0,0
겁쟁이 페달: 스페어 바이크,2016-11-17,18060000,2415,29,360,한국 외 아시아,(주)미디어캐슬,9.285714286,전체 관람가,애니메이션,60분,11,0,1,0,0,0,1,0,0,0,0,1
스퀴즈,2016-11-10,14809000,1866,40,389,미국,시네마 뉴원,7.857142857,15세 이상 관람가,드라마/로맨스/코미디,95분,11,1,0,0,1,0,0,0,1,0,0,0
퀸카가 아니어도 좋아,2016-02-25,10009000,1810,20,33,미국,와이드 릴리즈(주),5.857142857,15세 이상 관람가,드라마/로맨스/코미디,101분,11,1,0,0,1,0,0,0,1,0,0,0
프레셔스 카고: 프로 범죄단,2016-09-01,10241000,1745,50,134,미국,(주)드림팩트엔터테인먼트,6.692307692,15세 이상 관람가,액션/어드벤처/SF,87분,11,1,0,0,0,0,0,1,1,0,0,0
돈 맛,2016-09-29,8439000,1733,50,54,한국,(주)박수엔터테인먼트,6.5,청소년 관람불가,드라마/로맨스/코미디,90분,11,0,0,1,1,0,0,0,0,0,1,0
웨포나이즈드,2016-07-06,8290000,1658,2,7,미국,제인앤유,4.333333333,청소년 관람불가,액션/어드벤처/SF,91분,11,0,0,1,0,0,0,1,1,0,0,0
코드네임 : 콜드워,2016-10-13,11813500,1570,56,455,한국 외 아시아,롯데쇼핑㈜롯데엔터테인먼트,8.357142857,15세 이상 관람가,스릴러/공포/미스터리,115분,7,1,0,0,0,1,0,0,0,0,0,1
코리올라누스,2016-11-10,19644000,1415,10,76,미국 외 서구 국가,메가박스중앙(주),8.875,12세 이상 관람가,다큐멘터리/공연실황/기타,166분,11,0,0,0,0,0,0,0,0,1,0,0
나는 증인이다,2016-09-14,7113800,1407,2,99,한국,(주)문와쳐,8.924528302,15세 이상 관람가,스릴러/공포/미스터리,112분,11,1,0,0,0,1,0,0,0,0,1,0
오텔로,2016-03-05,30941500,1309,6,101,미국,(주) 인스터 글로벌,5.25,전체 관람가,다큐멘터리/공연실황/기타,300분,11,0,1,0,0,0,0,0,1,0,0,0
하숙집 2,2016-01-07,7053000,1266,20,46,한국,(주)소나무픽쳐스,7.2,청소년 관람불가,드라마/로맨스/코미디,92분,11,0,0,1,1,0,0,0,0,0,1,0
"시발, 놈: 인류의 시작",2016-08-18,8802400,1159,10,150,한국,(주)엣나인필름,7.672413793,15세 이상 관람가,드라마/로맨스/코미디,71분,11,1,0,0,1,0,0,0,0,0,1,0
아더왕의 전설,2016-11-09,17291000,1133,5,32,한국,(주)패뷸러스,10.0,전체 관람가,다큐멘터리/공연실황/기타,127분,11,0,1,0,0,0,0,0,0,0,1,0
카르멘,2016-02-03,13521000,676,12,78,미국 외 서구 국가,에스디시코리아 주식회사,9.0,12세 이상 관람가,다큐멘터리/공연실황/기타,156분,11,0,0,0,0,0,0,0,0,1,0,0
개인교수: 심화학습,2016-02-18,3688000,571,20,46,한국,(주)소나무픽쳐스,8.166666667,청소년 관람불가,드라마/로맨스/코미디,94분,11,0,0,1,1,0,0,0,0,0,1,0
동거의 목적,2016-03-31,2945000,566,20,40,한국,(주)제이에이와이이엔터테인먼트,7.294117647,청소년 관람불가,드라마/로맨스/코미디,83분,11,0,0,1,1,0,0,0,0,0,1,0
관음증,2016-02-25,2926000,559,20,33,한국,골든타이드픽처스(주),4.913043478,청소년 관람불가,드라마/로맨스/코미디,100분,11,0,0,1,1,0,0,0,0,0,1,0
스포찬 배틀 요괴 대결전,2016-06-23,4034800,545,39,115,한국 외 아시아,(주)머스트씨무비릴리징컴퍼니,7.0,전체 관람가,애니메이션,70분,11,0,1,0,0,0,1,0,0,0,0,1
등산의 목적,2016-03-03,2507000,484,20,24,한국,주식회사 비엠미디어,7.297297297,청소년 관람불가,드라마/로맨스/코미디,76분,11,0,0,1,1,0,0,0,0,0,1,0
지상에서 영원으로,2016-09-29,4505500,300,6,44,미국 외 서구 국가,주식회사 드림크리에이션,10.0,15세 이상 관람가,다큐멘터리/공연실황/기타,145분,11,1,0,0,0,0,0,0,0,1,0,0
캘린더걸,2016-04-07,1598000,295,20,20,한국,(주)유비네트워크,5.944444444,청소년 관람불가,드라마/로맨스/코미디,92분,11,0,0,1,1,0,0,0,0,0,1,0
P.S. 걸,2016-02-04,1673000,285,21,34,한국,전망 PRODUCTION,7.44,청소년 관람불가,스릴러/공포/미스터리,91분,11,0,0,1,0,1,0,0,0,0,1,0
맛있는 떡,2016-04-27,1465000,283,20,20,한국,(주)케이알씨지,1.0,청소년 관람불가,드라마/로맨스/코미디,66분,11,0,0,1,1,0,0,0,0,0,1,0
친구 누나,2016-03-10,1593000,282,21,30,한국,(주)영화사 사계절,6.545454545,청소년 관람불가,드라마/로맨스/코미디,84분,11,0,0,1,1,0,0,0,0,0,1,0
썰만화,2016-02-25,1571000,275,21,34,한국,TCO(주)더콘텐츠온,8.361111111,청소년 관람불가,드라마/로맨스/코미디,93분,11,0,0,1,1,0,0,0,0,0,1,0
남녀의 궁합,2016-05-19,1344000,252,20,20,한국,(주)영화사 사계절,2.666666667,청소년 관람불가,드라마/로맨스/코미디,92분,11,0,0,1,1,0,0,0,0,0,1,0
아빠가 돌아왔다,2016-05-19,1450000,220,1,4,한국,(유)조이앤시네마,5.714285714,15세 이상 관람가,다큐멘터리/공연실황/기타,100분,11,1,0,0,0,0,0,0,0,0,1,0
외박: 친구의 여자,2016-09-22,1085000,204,20,20,한국,(주)소나무픽쳐스,7.5,청소년 관람불가,드라마/로맨스/코미디,95분,11,0,0,1,1,0,0,0,0,0,1,0
실종: 사라진아내,2016-11-01,974000,185,20,20,한국,주식회사 루믹스미디어,6.0,청소년 관람불가,드라마/로맨스/코미디,120분,11,0,0,1,1,0,0,0,0,0,1,0
매너선생님,2016-09-22,933000,171,20,23,한국,노바엔터테인먼트,5.724137931,청소년 관람불가,드라마/로맨스/코미디,78분,11,0,0,1,1,0,0,0,0,0,1,0
침대렐라,2016-09-22,910000,168,20,20,한국,노바엔터테인먼트,7.333333333,청소년 관람불가,드라마/로맨스/코미디,90분,11,0,0,1,1,0,0,0,0,0,1,0
어린 아내,2016-11-18,841000,167,20,31,한국,(주)케이알씨지,4.285714286,청소년 관람불가,드라마/로맨스/코미디,85분,11,0,0,1,1,0,0,0,0,0,1,0
엠티의 목적,2016-11-29,850000,165,20,20,한국,주식회사 루믹스미디어,4.5,청소년 관람불가,드라마/로맨스/코미디,72분,11,0,0,1,1,0,0,0,0,0,1,0
아빠친구,2016-08-18,894000,165,20,21,한국,스마일컨텐츠,6.56,청소년 관람불가,드라마/로맨스/코미디,75분,11,0,0,1,1,0,0,0,0,0,1,0
전망 좋은 집 3,2016-12-01,760000,149,20,20,한국,영화사 인연,7.333333333,청소년 관람불가,드라마/로맨스/코미디,93분,11,0,0,1,1,0,0,0,0,0,1,0
여자전쟁: 떠도는 눈,2016-08-22,752000,145,21,21,한국,TCO(주)더콘텐츠온,3.5,청소년 관람불가,드라마/로맨스/코미디,100분,11,0,0,1,1,0,0,0,0,0,1,0
여직원들 : 직장연애사,2016-09-22,751000,134,20,20,한국,(주)영화사 사계절,8.0,청소년 관람불가,드라마/로맨스/코미디,92분,11,0,0,1,1,0,0,0,0,0,1,0
새오빠,2016-09-20,751000,134,20,20,한국,(주)영화사 사계절,6.7,청소년 관람불가,드라마/로맨스/코미디,81분,11,0,0,1,1,0,0,0,0,0,1,0
더 메리: 잃어버린 영혼,2016-04-25,1070000,130,1,7,미국,(주)버킷스튜디오,5.333333333,12세 이상 관람가,스릴러/공포/미스터리,86분,11,0,0,0,0,1,0,0,1,0,0,0
인시던트,2016-05-30,1104000,130,1,7,그 외,(주)버킷스튜디오,9.157894737,15세 이상 관람가,액션/어드벤처/SF,100분,11,1,0,0,0,0,0,1,0,0,0,0
생존자들,2016-02-01,1125000,130,1,7,미국,(주)버킷스튜디오,2.666666667,15세 이상 관람가,액션/어드벤처/SF,92분,11,1,0,0,0,0,0,1,1,0,0,0
강력 범죄,2016-02-11,1114000,130,1,7,미국,(주)버킷스튜디오,7.25,15세 이상 관람가,스릴러/공포/미스터리,98분,11,1,0,0,0,1,0,0,1,0,0,0
플라이트 엑시던트,2016-03-17,1113000,130,1,7,미국,(주)버킷스튜디오,7.0,12세 이상 관람가,드라마/로맨스/코미디,87분,11,0,0,0,1,0,0,0,1,0,0,0
새엄마,2016-11-03,657000,125,20,20,한국,(주)영화사 사계절,6.4,청소년 관람불가,드라마/로맨스/코미디,99분,11,0,0,1,1,0,0,0,0,0,1,0
택시운전사,2017-08-02,95853645649,12186327,1906,184075,한국,(주)쇼박스,9.707089552,15세 이상 관람가,드라마/로맨스/코미디,137분,3,1,0,0,1,0,0,0,0,0,1,0
신과함께-죄와 벌,2017-12-20,68350496432,8539495,1912,91301,한국,롯데쇼핑㈜롯데엔터테인먼트,3.112033195,12세 이상 관람가,액션/어드벤처/SF,139분,2,0,0,0,0,0,0,1,0,0,1,0
공조,2017-01-18,63783051326,7817618,1392,142989,한국,(주)씨제이이엔엠,7.628158845,15세 이상 관람가,액션/어드벤처/SF,125분,1,1,0,0,0,0,0,1,0,0,1,0
군함도,2017-07-26,50510565168,6592151,2027,108775,한국,(주)씨제이이엔엠,4.199329983,15세 이상 관람가,액션/어드벤처/SF,132분,1,1,0,0,0,0,0,1,0,0,1,0
청년경찰,2017-08-09,44381150516,5653270,1102,118544,한국,롯데쇼핑㈜롯데엔터테인먼트,4.870669746,15세 이상 관람가,액션/어드벤처/SF,109분,2,1,0,0,0,0,0,1,0,0,1,0
더 킹,2017-01-18,43488814535,5317693,1310,107983,한국,(주)넥스트엔터테인먼트월드(NEW),8.397540984,15세 이상 관람가,스릴러/공포/미스터리,134분,7,1,0,0,0,1,0,0,0,0,1,0
미녀와 야수,2017-03-16,42133751579,5138328,1627,140561,미국,월트디즈니컴퍼니코리아 유한책임회사,7.687845304,전체 관람가,액션/어드벤처/SF,129분,4,0,1,0,0,0,0,1,1,0,0,0
킹스맨: 골든 서클,2017-09-27,40987484736,4945484,1687,95922,미국,이십세기폭스코리아(주),5.574879227,청소년 관람불가,액션/어드벤처/SF,141분,9,0,0,1,0,0,0,1,1,0,0,0
토르: 라그나로크,2017-10-25,39227691395,4853778,1640,137423,미국,월트디즈니컴퍼니코리아 유한책임회사,8.917030568,12세 이상 관람가,액션/어드벤처/SF,130분,4,0,0,0,0,0,0,1,1,0,0,0
꾼,2017-11-22,31312029795,4018035,1314,117398,한국,(주)쇼박스,5.496993988,15세 이상 관람가,스릴러/공포/미스터리,117분,3,1,0,0,0,1,0,0,0,0,1,0
남한산성,2017-10-03,31225083792,3849087,1229,71101,한국,(주)씨제이이엔엠,7.542134831,15세 이상 관람가,드라마/로맨스/코미디,139분,1,1,0,0,1,0,0,0,0,0,1,0
미이라,2017-06-06,30504689978,3689325,1257,105228,미국,유니버설픽쳐스인터내셔널 코리아(유),3.75,15세 이상 관람가,액션/어드벤처/SF,110분,5,1,0,0,0,0,0,1,1,0,0,0
분노의 질주: 더 익스트림,2017-04-12,29981156348,3653238,1469,113241,미국,유니버설픽쳐스인터내셔널 코리아(유),7.490494297,15세 이상 관람가,액션/어드벤처/SF,136분,5,1,0,0,0,0,0,1,1,0,0,0
너의 이름은.,2017-01-04,29251793156,3637608,947,82978,한국 외 아시아,플러스엠 엔터테인먼트,8.586614173,12세 이상 관람가,애니메이션,106분,6,0,0,0,0,0,1,0,0,0,0,1
슈퍼배드 3,2017-07-26,24217091019,3324874,1057,59388,미국,유니버설픽쳐스인터내셔널 코리아(유),9.301115242,전체 관람가,애니메이션,90분,5,0,1,0,0,0,1,0,1,0,0,0
아이 캔 스피크,2017-09-21,25526451186,3279296,1140,93012,한국,롯데쇼핑㈜롯데엔터테인먼트,9.267605634,12세 이상 관람가,드라마/로맨스/코미디,119분,2,0,0,0,1,0,0,0,0,0,1,0
캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,24975495122,3049894,1357,85225,미국,월트디즈니컴퍼니코리아 유한책임회사,4.011952191,12세 이상 관람가,액션/어드벤처/SF,129분,4,0,0,0,0,0,0,1,1,0,0,0
프리즌,2017-03-23,23790276987,2931897,1047,89024,한국,(주)쇼박스,5.284424379,청소년 관람불가,스릴러/공포/미스터리,125분,3,0,0,1,0,1,0,0,0,0,1,0
덩케르크,2017-07-20,24550541348,2788732,1252,65906,미국,워너브러더스 코리아(주),6.985915493,12세 이상 관람가,액션/어드벤처/SF,106분,8,0,0,0,0,0,0,1,1,0,0,0
가디언즈 오브 갤럭시 VOL. 2,2017-05-03,23452686686,2735721,1218,63789,미국,월트디즈니컴퍼니코리아 유한책임회사,9.510869565,12세 이상 관람가,액션/어드벤처/SF,136분,4,0,0,0,0,0,0,1,1,0,0,0
살인자의 기억법,2017-09-06,21375287492,2658589,1064,88686,한국,(주)쇼박스,8.371134021,15세 이상 관람가,스릴러/공포/미스터리,118분,3,1,0,0,0,1,0,0,0,0,1,0
트랜스포머: 최후의 기사,2017-06-21,21501959228,2614601,1739,87234,미국,롯데쇼핑㈜롯데엔터테인먼트,3.570264766,12세 이상 관람가,액션/어드벤처/SF,151분,2,0,0,0,0,0,0,1,1,0,0,0
보안관,2017-05-03,20844488409,2588628,1091,63709,한국,롯데쇼핑㈜롯데엔터테인먼트,6.476635514,15세 이상 관람가,스릴러/공포/미스터리,115분,2,1,0,0,0,1,0,0,0,0,1,0
조작된 도시,2017-02-09,20143992587,2515501,1019,62241,한국,(주)씨제이이엔엠,9.726102941,15세 이상 관람가,액션/어드벤처/SF,126분,1,1,0,0,0,0,0,1,0,0,1,0
보스 베이비,2017-05-03,18936306704,2452245,1116,48379,미국,(주)씨제이이엔엠,6.090909091,전체 관람가,애니메이션,46분,1,0,1,0,0,0,1,0,1,0,0,0
재심,2017-02-15,19266319637,2421197,935,68402,한국,오퍼스픽쳐스(유),7.518796992,15세 이상 관람가,드라마/로맨스/코미디,119분,11,1,0,0,1,0,0,0,0,0,1,0
박열,2017-06-28,18093639795,2359206,1176,78499,한국,플러스엠 엔터테인먼트,5.581947743,12세 이상 관람가,드라마/로맨스/코미디,129분,6,0,0,0,1,0,0,0,0,0,1,0
모아나,2017-01-12,18056417307,2310206,953,53162,미국,월트디즈니컴퍼니코리아 유한책임회사,9.679324895,전체 관람가,애니메이션,113분,4,0,1,0,0,0,1,0,1,0,0,0
로건,2017-03-01,18391060223,2169109,954,68709,미국,월트디즈니컴퍼니코리아 유한책임회사,9.645962733,청소년 관람불가,액션/어드벤처/SF,137분,4,0,0,1,0,0,0,1,1,0,0,0
